Dönem;Pazar;Dil;İş Amacı;Ana Grup;Reklam Hesabı;Para Birimi;Kampanya;Kampanya ID;Kampanya Durumu;Reklam Seti;Set ID;Set Durumu;Optimizasyon;Kampanya Günlük Bütçe;Kampanya Ömür Boyu;Set Günlük Bütçe;Set Ömür Boyu;Gerçekleşen Harcama;Gösterim;Erişim;Tıklama;Form Lead;WhatsApp Lead;Toplam Lead;Ham Mesaj Sonucu;Video İzlenme
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Çekirge;​120255763855030399;ACTIVE;çekirge - Seyfi Kamberoğlu;​120255765392180399;ACTIVE;REACH;0;0;100;0;459;50703;48961;45;0;0;0;0;2841
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Çekirge;​120255763855030399;ACTIVE;çekirge - Simge Katrancı;​120255765393170399;ACTIVE;REACH;0;0;100;0;546.59;55303;51078;59;0;0;0;0;3702
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Çekirge;​120255763855030399;ACTIVE;çekirge - Simge Katrancı;​120255765393170399;ACTIVE;REACH;0;0;100;0;446.97;49886;45528;27;0;0;0;0;3034
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Çekirge;​120255763855030399;ACTIVE;çekirge - Sirem Aydınlar;​120255765394270399;ACTIVE;REACH;0;0;100;0;557.1;56604;50583;71;0;0;0;0;3597
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Çekirge;​120255763855030399;ACTIVE;çekirge - Sirem Aydınlar;​120255765394270399;ACTIVE;REACH;0;0;100;0;458.2;51313;48368;67;0;0;0;0;3282
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Çekirge;​120255763855030399;ACTIVE;çekirge - Suat Paker;​120255765395140399;ACTIVE;REACH;0;0;100;0;557.84;55951;50510;48;0;0;0;0;3071
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Çekirge;​120255763855030399;ACTIVE;çekirge - Suat Paker;​120255765395140399;ACTIVE;REACH;0;0;100;0;454.73;50912;48806;48;0;0;0;0;2703
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Çekirge;​120255763855030399;ACTIVE;çekirge - Sühendan Benderli;​120255765396550399;ACTIVE;REACH;0;0;100;0;564.65;55928;50568;25;0;0;0;0;3346
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Çekirge;​120255763855030399;ACTIVE;çekirge - Sühendan Benderli;​120255765396550399;ACTIVE;REACH;0;0;100;0;448.33;50057;46971;37;0;0;0;0;3221
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Çekirge;​120255763855030399;ACTIVE;çekirge - Tuncay Özgünay;​120255765397250399;ACTIVE;REACH;0;0;100;0;557.04;55884;48043;31;0;0;0;0;2256
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Çekirge;​120255763855030399;ACTIVE;çekirge - Tuncay Özgünay;​120255765397250399;ACTIVE;REACH;0;0;100;0;460.22;50921;48662;23;0;0;0;0;2306
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Abdullah Şimşek;​120250028825440399;ACTIVE;REACH;0;0;100;0;2326.46;258752;248405;101;0;0;0;0;9468
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Abdullah Şimşek;​120250028825440399;ACTIVE;REACH;0;0;100;0;472.95;56053;52553;35;0;0;0;0;1895
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Abdülkadir GÖĞREMİŞ;​120249678072310399;ACTIVE;REACH;0;0;100;0;2342.16;260089;222426;185;0;0;0;0;10565
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Abdülkadir GÖĞREMİŞ;​120249678072310399;ACTIVE;REACH;0;0;100;0;452.1;54919;52811;53;0;0;0;0;2994
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Ahmet Seçkin Çetinkaya;​120252512452820399;ACTIVE;REACH;0;0;100;0;2234.99;255047;199396;341;0;0;0;0;16301
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Ahmet Seçkin Çetinkaya;​120252512452820399;ACTIVE;REACH;0;0;100;0;451.99;55525;51261;89;0;0;0;1;4250
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Ahmet TURGUT;​120249678142970399;ACTIVE;REACH;0;0;100;0;2374.44;261758;242498;100;0;0;0;0;8688
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Ahmet TURGUT;​120249678142970399;ACTIVE;REACH;0;0;100;0;458.43;54355;53661;47;0;0;0;0;2453
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Atıf Mutlu;​120249675908280399;ACTIVE;REACH;0;0;100;0;2241.39;245132;146933;244;0;0;0;0;10862
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Atıf Mutlu;​120249675908280399;ACTIVE;REACH;0;0;100;0;458.31;51773;46910;64;0;0;0;0;2144
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Atilla Güray;​120249678237640399;ACTIVE;REACH;0;0;100;0;2335.57;258546;238055;95;0;0;0;0;7729
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Atilla Güray;​120249678237640399;ACTIVE;REACH;0;0;100;0;477.23;56287;54548;12;0;0;0;0;1705
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Ayşenur Kaya;​120250370320610399;ACTIVE;REACH;0;0;100;0;2366.23;261537;236108;123;0;0;0;0;8890
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Ayşenur Kaya;​120250370320610399;ACTIVE;REACH;0;0;100;0;469.22;55434;53233;23;0;0;0;0;2009
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Bayram Çalışkan;​120250139784860399;ACTIVE;REACH;0;0;100;0;2345.56;260835;217806;253;0;0;0;0;11573
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Bayram Çalışkan;​120250139784860399;ACTIVE;REACH;0;0;100;0;461.7;55889;53720;95;0;0;0;0;2982
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Berkan Aktürk;​120249678776590399;ACTIVE;REACH;0;0;100;0;2323.69;258644;235534;71;0;0;0;0;9303
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Berkan Aktürk;​120249678776590399;ACTIVE;REACH;0;0;100;0;463.76;54889;52118;14;0;0;0;0;2260
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Burak Danacıoğlu;​120249678860320399;ACTIVE;REACH;0;0;100;0;2350.04;257687;232503;113;0;0;0;0;8054
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Burak Danacıoğlu;​120249678860320399;ACTIVE;REACH;0;0;100;0;467.94;54923;53251;24;0;0;0;0;1978
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Çiğdem Şen;​120252512785320399;ACTIVE;REACH;0;0;100;0;2314.8;255248;233823;105;0;0;0;0;8605
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Çiğdem Şen;​120252512785320399;ACTIVE;REACH;0;0;100;0;454.73;54090;54090;38;0;0;0;0;2646
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Çoşkun Özer;​120250014911760399;ACTIVE;REACH;0;0;100;0;2303.89;252931;227067;166;0;0;0;0;10670
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Çoşkun Özer;​120250014911760399;ACTIVE;REACH;0;0;100;0;451.68;53194;50514;52;0;0;0;0;2456
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Ebru Süer;​120250370406560399;ACTIVE;REACH;0;0;100;0;2326.1;259388;205694;280;0;0;0;0;11114
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Ebru Süer;​120250370406560399;ACTIVE;REACH;0;0;100;0;462.83;55951;52058;56;0;0;0;0;2916
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Elif Nur Sevinç;​120250370486100399;ACTIVE;REACH;0;0;100;0;2286.41;253796;211120;231;0;0;0;0;10953
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Elif Nur Sevinç;​120250370486100399;ACTIVE;REACH;0;0;100;0;450.73;53571;50789;75;0;0;0;0;2591
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Elif Şahin;​120250370531110399;ACTIVE;REACH;0;0;100;0;2255.38;257091;199833;377;0;0;0;0;13340
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Elif Şahin;​120250370531110399;ACTIVE;REACH;0;0;100;0;453.21;55246;54555;74;0;0;0;0;3589
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Emin Öztürk;​120252512600520399;ACTIVE;REACH;0;0;100;0;2301.01;254812;224841;92;0;0;0;0;10666
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Emin Öztürk;​120252512600520399;ACTIVE;REACH;0;0;100;0;464.8;54799;51900;18;0;0;0;0;2337
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Eren Kaya;​120250370606890399;ACTIVE;REACH;0;0;100;0;2380.97;259897;240105;140;0;0;0;0;9072
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Eren Kaya;​120250370606890399;ACTIVE;REACH;0;0;100;0;471.1;55056;53934;37;0;0;0;0;2524
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Erkan Avcı;​120252512526450399;ACTIVE;REACH;0;0;100;0;2342.66;258239;244492;72;0;0;0;0;9964
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Erkan Avcı;​120252512526450399;ACTIVE;REACH;0;0;100;0;475.44;56033;55470;12;0;0;0;0;2201
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Ersun Topal;​120250015917140399;ACTIVE;REACH;0;0;100;0;2350.8;259928;245967;75;0;0;0;0;7256
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Ersun Topal;​120250015917140399;ACTIVE;REACH;0;0;100;0;458.85;54202;54049;23;0;0;0;0;1474
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Fatih Aydemir;​120249677032050399;ACTIVE;REACH;0;0;100;0;2365.88;259900;237932;62;0;0;0;0;7000
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Fatih Aydemir;​120249677032050399;ACTIVE;REACH;0;0;100;0;469;55187;53872;15;0;0;0;0;1522
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Fatih Gök;​120249678889860399;ACTIVE;REACH;0;0;100;0;2343.68;258137;227976;231;0;0;0;0;10124
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Fatih Gök;​120249678889860399;ACTIVE;REACH;0;0;100;0;463.62;54966;54032;58;0;0;0;0;2406
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Fatma Güray;​120250370636130399;ACTIVE;REACH;0;0;100;0;2363.91;258972;247122;150;0;0;0;0;12477
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Fatma Güray;​120250370636130399;ACTIVE;REACH;0;0;100;0;458.95;53923;49434;47;0;0;0;0;3419
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Feray Alkan;​120250139840910399;ACTIVE;REACH;0;0;100;0;2338.82;259573;247950;138;0;0;0;0;10745
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Feray Alkan;​120250139840910399;ACTIVE;REACH;0;0;100;0;461.55;55439;54091;46;0;0;0;0;3122
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Feyza Bayram;​120250370672630399;ACTIVE;REACH;0;0;100;0;2287.84;256958;214284;293;0;0;0;0;11939
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Feyza Bayram;​120250370672630399;ACTIVE;REACH;0;0;100;0;468.49;56572;55269;65;0;0;0;0;3024
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Filiz Gözeten Yetiker;​120252512881130399;ACTIVE;REACH;0;0;100;0;2292.44;254788;237956;92;0;0;0;0;9224
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Filiz Gözeten Yetiker;​120252512881130399;ACTIVE;REACH;0;0;100;0;463.16;54914;53831;20;0;0;0;0;2080
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Hanife Zerrin Yazıcı;​120250012439320399;ACTIVE;REACH;0;0;100;0;2314.65;257630;229567;207;0;0;0;0;10053
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Hanife Zerrin Yazıcı;​120250012439320399;ACTIVE;REACH;0;0;100;0;461.44;54757;54566;37;0;0;0;0;2331
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Hasan Vatansever;​120250139863230399;ACTIVE;REACH;0;0;100;0;2354.36;260837;231963;184;0;0;0;0;11299
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Hasan Vatansever;​120250139863230399;ACTIVE;REACH;0;0;100;0;459.37;54274;53289;45;0;0;0;0;2720
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - İrfan Atasoy;​120250028838690399;ACTIVE;REACH;0;0;100;0;2356.41;259706;238621;142;0;0;0;0;11986
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - İrfan Atasoy;​120250028838690399;ACTIVE;REACH;0;0;100;0;476;56227;55831;22;0;0;0;0;2641
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Kamil Dilek;​120250369890950399;ACTIVE;REACH;0;0;100;0;2295.65;254277;227742;224;0;0;0;0;12965
